Day,x,y
2413,17,42.2444208698
2414,14,30.0456835511
2415,17,47.7630117766
2416,18,40.520366088
2417,12,26.4830572213
2418,15,57.9020525742
2419,19,36.9127889809
2420,24,27.2180284409
2421,16,14.6293022898
2422,16,25.1616516199
2423,14,30.1335148415
2424,14,26.0192685462
2425,23,63.2278756411
2426,19,86.6825696539
2427,23,71.2525440874
2428,20,54.6840727701
2429,27,46.7144294469
2430,13,32.7591321859
2431,15,28.4016788814
2432,18,28.6290682206
2433,27,30.7729202595
2434,15,24.1397698706
2435,23,17.1886068988
2436,17,59.7725214861
2437,16,47.1396416031
2438,20,28.9135501814
2439,15,39.7646905901
2440,16,55.9436766858
2441,10,60.3718799127
2442,20,46.9729303672
2443,17,119.5497268923
2444,11,75.1577091148
2445,23,128.0711812879
2446,14,103.5696299248
2447,16,54.462355195
2448,20,39.7781711717
2449,20,35.9115850617
2450,11,28.691582977
2451,17,80.2772938721
2452,18,69.8502876037
2453,12,62.612925452
2454,25,212.6265275643
2455,22,131.5692372618
2456,17,75.2842426706
2457,12,51.4620259835
2458,15,49.812883977
2459,15,36.3347718343
2460,30,75.4616122203
2461,15,46.6812721733
2462,26,144.6735408887
2463,14,115.6659376723
2464,24,75.7125987492
2465,10,45.7133217328
2466,17,50.7083934142
2467,14,90.3707655281
2468,26,68.3744125458
2469,15,38.3060283399
2470,15,41.2317658915
2471,29,62.206130775
2472,14,65.6675084748
2473,23,71.3476666985
2474,22,49.1801976966
2475,20,44.5609590739
2476,15,36.5614390376
2477,16,86.3204232294
2478,24,56.9847662854
2479,17,492.4888344035
2480,24,312.9356958717
2481,15,178.7679132542
2482,18,93.569560022
2483,18,65.421800192
2484,15,55.0560076612
2485,18,38.3111701727
2486,17,62.6930164523
2487,9,112.7414219041
2488,21,151.4042133611
2489,12,110.8728971774
2490,19,124.2034989549
2491,25,66.0858478652
2492,32,88.8741918374
2493,29,74.5109594226
2494,14,44.0635081456
2495,19,46.6717910437
2496,14,37.3587067024
2497,20,37.0780731084
2498,16,25.6802385203
2499,13,48.1595204682
2500,15,28.9168772946
2501,17,37.5351977377
2502,30,39.5956329147
2503,16,50.8796473677
2504,19,61.6913800724
2505,23,41.1227657833
2506,18,30.6782874339
2507,18,16.7637710824
2508,17,16.9377934711
2509,13,13.1060210869
2510,29,85.9723311704
2511,14,51.082794246
2512,25,39.4980649319
2513,17,54.9274947611
2514,15,39.144189036
2515,20,43.03987711
2516,18,41.6311263181
2517,17,36.5779989107
2518,11,35.7739744148
2519,14,23.0428907894
2520,15,40.6542620668
2521,15,26.1398159558
2522,22,20.6477031786
2523,23,28.7088926244
2524,15,165.9939672589
2525,11,101.6590941121
2526,19,53.9673179648
2527,19,40.888411483
2528,23,33.2186700533
2529,15,38.962524017
2530,18,42.1794919088
2531,23,36.6935270692
2532,15,29.7418838577
2533,17,29.9901142048
2534,16,54.6270581877
2535,16,285.2717593371
2536,15,175.9376727014
2537,17,100.8973202747
2538,24,151.7756075952
2539,15,86.5540036794
2540,14,44.5657848007
2541,13,30.2377760661
2542,15,48.6043378836
2543,10,31.1026490382
2544,23,62.4935574286
2545,24,74.3698446256
2546,18,49.4651969004
2547,18,111.7971061868
2548,23,67.1117638226
2549,18,43.827403036
2550,18,36.1186437257
2551,22,33.8900452483
2552,24,39.5953522771
2553,23,50.5273331312
2554,17,137.7118372695
2555,17,148.1542193608
2556,20,90.854037148
2557,22,156.1982573168
2558,21,133.449254455
2559,32,96.8381192793
2560,13,64.4306491365
2561,13,32.3546728054
2562,22,71.2631758179
2563,21,74.4623679171
2564,14,57.4135666408
2565,14,33.4188883507
2566,23,26.716184188
2567,17,31.8674448771
2568,21,25.1167729428
2569,19,48.2030884153
2570,11,29.1312574777
2571,25,29.1181241101
2572,15,46.4931387613
2573,22,50.0867354567
2574,16,31.8742878885
2575,20,33.2940542436
2576,22,41.735366299
2577,19,37.3181753997
2578,8,19.6391858188
2579,15,23.8955029361
2580,14,28.996631265
2581,16,33.3566013387
2582,26,41.4771444566
2583,22,36.2018142604
2584,24,51.5439754293
2585,28,61.6353107349
2586,17,44.1490261952
2587,12,50.5248867526
2588,20,41.6362086744
2589,24,63.5527596172
2590,20,245.8465956385
2591,14,123.9807682349
2592,15,66.243278679
2593,15,50.706500424
2594,18,35.4493708903
2595,19,33.9843472387
2596,14,24.0955768333
2597,16,26.3007989836
2598,19,24.0154473015
2599,19,47.2181721001
2600,9,35.8547574297
2601,15,31.6881136727
2602,19,20.5443284195
2603,21,55.7382227095
2604,9,29.0362486623
2605,12,47.7007904477
2606,22,87.6379405727
2607,25,58.7289054538
2608,17,36.1918772533
2609,22,83.5529879386
2610,15,74.1435959476
2611,15,40.0215674965
2612,19,57.0277839484
2613,10,46.1012531013
2614,22,204.0900921891
2615,20,122.1269318246
2616,15,66.4995449571
2617,25,86.5778092782
2618,9,66.1430381674
2619,21,47.2044208262
2620,10,25.0811914145
2621,18,87.2517240334
2622,15,77.8544044874
2623,20,51.5975622832
2624,16,33.6708975315
2625,11,30.1096261277
2626,12,62.1466899348
2627,16,47.3393705287
2628,11,25.7165379375
2629,10,20.3293766748
2630,21,26.4492006895
2631,17,32.8033527572
2632,20,24.1954915312
2633,16,21.299029587
2634,18,39.0876007072
2635,18,43.3457849655
2636,19,32.4046687336
2637,18,25.8633694958
2638,15,34.3397795345
2639,16,63.4215929807
2640,20,52.6220315868
2641,19,31.3793448116
2642,21,32.4208330751
2643,21,31.3175047313
2644,20,27.3188543921
2645,25,26.2987285194
2646,13,36.1250759812
2647,19,50.9651078527
2648,14,34.5209179884
2649,15,24.1765225793
2650,21,81.1675238284
2651,12,48.8446656479
2652,19,42.5868852607
2653,12,77.7662937711
2654,18,63.7371494797
2655,18,49.5306907357
2656,14,35.5372519416
2657,10,19.4684209671
2658,13,38.734333447
2659,20,57.6000025647
2660,22,37.2689564584
2661,15,25.2767010657
2662,10,24.5769506749
2663,9,17.0973266859
2664,14,20.337308462
2665,17,20.2545246342
2666,13,18.412827581
2667,13,36.3181463003
2668,30,44.7739141996
2669,11,43.4309638042
2670,18,48.3220556624
2671,16,30.9419242907
2672,24,37.486221633
2673,16,23.5511982398
2674,7,17.8110399295
2675,19,39.4368650561
2676,21,44.3657230208
2677,26,118.0669987736
2678,18,83.4671199047
2679,30,78.9097095942
2680,17,56.9833490052
2681,16,35.9486809512
2682,20,18.7269413682
2683,19,60.868490701
2684,22,36.3843035779
2685,21,57.6100319733
2686,19,48.7074692064
2687,22,87.0066164439
2688,23,88.8671115398
2689,15,3028.1557088707
2690,19,1548.8344185342
2691,18,807.8010130762
2692,13,443.2734562998
2693,17,237.4967493533
2694,12,119.2848124814
2695,16,78.971309501
2696,21,64.9594173711
2697,18,37.8290979512
2698,12,30.6823824146
2699,17,23.2620099316
2700,17,19.7546259223
2701,20,21.1927104618
2702,15,22.0626039771
2703,22,29.7616532485
2704,15,24.0239227401
2705,20,42.4206370321
2706,16,39.4098891258
2707,13,47.757849323
2708,20,51.2772201008
2709,12,49.962637401
2710,19,57.7506222693
2711,13,47.0974777202
2712,14,101.4969623578
2713,17,56.7752791591
2714,13,48.1263707202
2715,15,46.0665630385
2716,21,30.7389670482
2717,15,306.1437920793
2718,12,171.616631733
2719,13,95.8415182566
2720,21,71.2595628075
2721,11,64.942335066
2722,21,124.6531251167
2723,20,82.3555867426
2724,16,66.8617491978
2725,16,51.5327561664
2726,23,33.3159490707
2727,12,22.6424882283
2728,16,18.7056122333
2729,21,18.1381777566
2730,14,44.2702415417
2731,15,37.5099357593
2732,17,35.5500419385
2733,19,125.9371392129
2734,22,96.4253235325
2735,20,54.4497769612
2736,15,37.8755407235
2737,13,26.2548508586
2738,11,39.286261608
2739,11,27.7330650348
2740,15,17.0280131065
2741,16,44.8507594287
2742,19,201.0508486273
2743,13,116.0254189561
2744,12,71.7780606219
2745,17,50.4239099801
2746,25,38.1969335613
2747,14,32.8928407304
2748,12,36.076461234
2749,15,35.6638990353
2750,25,69.069234559
2751,19,49.3374380459
2752,13,32.5772845106
2753,13,79.5170529932
2754,18,111.0878498833
2755,15,77.2016283576
2756,18,53.4654876235
2757,8,27.525944024
2758,16,21.0556285971
2759,22,52.4061517719
2760,11,34.493175145
2761,20,49.6059928886
2762,24,34.2596481367
2763,16,28.5777511195
2764,20,24.7601468334
2765,16,18.7918590024
2766,27,2983.8569069692
2767,23,2328.20822275
2768,14,1167.3397487048
2769,18,606.6326188763
2770,21,341.5359822738
2771,20,173.0101251367
2772,15,108.6274885398
2773,21,94.5040274084
2774,15,57.731946603
2775,12,72.2591847817
2776,16,62.2691210025
2777,23,49.7474469707
2778,19,56.4277363389
2779,19,33.8217146552
2780,18,51.2193976009
2781,8,30.5826955327
2782,20,26.2242627469
2783,28,70.9457113862
2784,14,43.3154395921
2785,15,37.3853375114
2786,19,41.7801808028
2787,19,24.762181534
2788,20,29.5750160306
2789,17,22.5366423281
2790,16,17.6022821833
2791,15,13.617543946
2792,22,24.4170800759
2793,17,22.0774198167
2794,19,46.9253214864
2795,10,47.124331928
2796,22,35.0091413143
2797,18,39.1474679798
2798,18,30.0694506512
2799,27,35.2114473389
2800,17,22.4333827066
2801,18,24.0674002109
2802,20,31.692248229
2803,14,28.0182212466
2804,14,18.3628073847
2805,20,43.8635435359
2806,28,23.988883885
2807,17,23.8360670669
2808,23,59.0797493155
2809,18,37.0513905327
2810,18,47.6374111564
2811,17,37.465787234
2812,17,22.7217313457
2813,15,45.5897240888
2814,12,40.458555828
2815,18,69.3561836177
2816,15,71.1985520487
2817,19,62.0226300843
2818,19,104.475777398
2819,20,380.5041208569
2820,16,198.8141469844
2821,14,103.2408642948
2822,14,71.8898695437
2823,12,56.918427087
2824,25,52.2456229835
2825,9,64.2894572654
2826,20,64.7621621677
2827,14,42.9143770553
2828,20,43.3697913989
2829,15,36.3149952058
2830,16,217.7156246988
2831,24,125.9254911372
2832,17,67.38887192
2833,14,38.8966377414
2834,14,44.9037524995
2835,20,866.904494326
2836,25,482.3301841321
2837,14,250.5051562828
2838,20,299.7759187056
2839,23,213.9035517079
2840,17,115.4576601201
2841,15,82.6233211041
2842,18,44.7977072195
2843,20,154.4544214054
2844,18,86.7090453509
2845,24,61.2197268758
2846,15,273.5034206156
2847,14,294.8040880475
2848,22,167.5142271488
2849,10,405.1617352573
2850,20,205.3028012164
2851,21,110.1473845335
2852,13,60.3169108292
2853,14,48.7580154248
2854,17,45.9784141795
2855,19,35.8875607621
2856,22,70.8130467824
2857,17,116.5592809597
2858,25,67.3507997274
2859,17,54.7060406725
2860,23,96.5722561043
2861,17,53.4386084856
2862,17,65.8555728599
2863,17,39.9544007643
2864,17,36.8355876816
2865,21,49.9782948291
2866,15,47.4023812962
2867,14,26.7672877455
2868,24,21.719702941
2869,14,39.8310881647
2870,17,24.214075854
2871,14,19.8970613945
2872,22,30.1416252073
2873,10,23.4235101144
2874,7,12.3256059452
2875,20,96.2027037333
2876,16,81.2412360631
2877,16,56.8485709841
2878,28,78.3698736684
2879,13,43.3046839684
2880,14,58.5770377528
2881,21,35.4119225193
2882,22,48.3201227474
2883,22,42.3577433897
2884,13,29.4578581406
2885,22,35.1638906505
2886,16,30.6953831272
2887,13,21.2218219939
2888,17,33.4540137472
2889,20,217.0939165905
2890,20,122.6887707244
2891,19,65.5748478496
2892,19,53.7553990321
2893,17,35.0329404187
2894,28,82.9487469342
2895,17,78.4772490665
2896,19,56.2569153243
2897,13,30.8505782808
2898,24,105.2099424654
2899,12,100.2619014824
2900,14,65.9674384768
2901,22,106.0821871865
2902,16,1669.9110507915
2903,17,839.0386598711
2904,17,428.3354320044
2905,21,223.7521078504
2906,18,146.1977749884
2907,15,112.1006089172
2908,12,79.984351908
2909,20,267.8868495999
2910,18,137.8102447189
2911,24,88.9881849159
2912,16,98.1648252611
2913,16,85.562132961
2914,13,47.3094014824
2915,13,28.9159672924
2916,17,24.1296025265
2917,22,26.8480876712
2918,20,53.1546727939
2919,27,38.6776909303
2920,16,45.5167957848
2921,14,95.948496693
2922,14,72.6163135456
2923,19,44.8553847356
2924,23,59.3739877296
2925,15,64.5351355182
2926,16,57.7041173035
2927,23,40.1494807158
2928,24,33.540659306
2929,20,25.3762849584
2930,14,35.8237933074
2931,13,19.6197552157
2932,18,38.1344451909
2933,13,24.881892259
2934,14,20.6864421132
2935,17,45.5290176558
2936,20,46.1657182008
2937,19,251.3550583914
2938,25,1165.4857505637
2939,20,824.0993473143
2940,20,452.5856667821
2941,17,235.0652059312
2942,20,149.0338802909
2943,24,95.2864168065
2944,11,58.2820667826
2945,18,58.3184940728
2946,22,38.9649467923
2947,18,140.3926614654
2948,22,101.536288121
2949,7,51.583276722
2950,12,27.0888265828
2951,17,39.5197792516
2952,21,32.8326928804
2953,15,19.591110479
2954,18,14.2734228694
2955,19,17.6430812591
2956,18,19.6617611333
2957,17,34.6473303373
2958,21,52.5819991342
2959,19,40.8985854343
2960,18,37.5636382213
2961,16,40.4059377541
2962,21,28.985358726
2963,15,66.6695789891
2964,14,35.7141935619
2965,16,41.1559375776
2966,13,36.1725448209
2967,19,108.9584133785
2968,24,71.7638663494
2969,14,47.9851287638
2970,13,29.036950834
2971,15,37.9579029028
2972,12,103.2430797583
2973,6,53.9099021734
2974,29,43.4812718836
2975,19,34.6445708561
2976,23,233.7564046023
2977,16,557.1249254789
2978,20,295.5582993
2979,19,189.3053996329
2980,23,110.4099724928
2981,14,65.0793256716
2982,12,35.8195903768
2983,25,26.3987060596
2984,10,58.9163222586
2985,18,36.1209095001
2986,17,33.676414003
2987,20,35.5419180678
2988,13,28.9892888042
2989,15,19.9658480467
2990,13,32.573504889
2991,24,70.071751385
2992,17,49.6167137253
2993,20,41.6303555208
2994,21,116.1801392963
2995,20,77.9530301745
2996,10,42.6573969049
2997,24,40.131521548
2998,20,74.0522665371
2999,24,64.6832684401
3000,13,59.3308456498
3001,12,46.2067448135
3002,20,60.9856305468
3003,12,45.2738157819
3004,14,25.3832728505
3005,17,22.5564984086
3006,24,33.2850828639
3007,19,80.2505268472
3008,17,90.4288701547
3009,10,51.1313146195
3010,13,31.2613600557
3011,18,39.9038186837
3012,17,64.5516134537
3013,19,35.732587324
3014,16,28.1258298949
3015,16,37.5260860236
3016,25,53.3035075705
3017,16,33.9271442602
3018,18,20.0029121335
3019,20,36.231142259
3020,26,115.1347323871
3021,20,69.0575443099
3022,24,46.9946538554
3023,19,49.4781896213
3024,22,66.7527059559
3025,18,43.6426922651
3026,14,26.6669689124
3027,14,69.3859010656
3028,23,52.3036762897
3029,21,73.1746706112
3030,16,56.2354705365
3031,24,84.5929025854
3032,22,50.8327121309
3033,18,35.514718606
3034,17,60.736045899
3035,17,41.3263832925
3036,22,33.6181717327
3037,23,31.3475006739
3038,17,32.1619432998
3039,20,32.2494827341
3040,23,68.6439615019
3041,15,45.7945670531
3042,21,105.1986879123
3043,15,58.2497045589
3044,23,55.0412123125
3045,18,48.6867738009
3046,15,33.3677330696
3047,24,33.0856079462
3048,24,24.6049774217
3049,13,16.3109485285
3050,15,152.4628852566
3051,12,137.4268878113
3052,16,72.8012845145
3053,13,74.579510585
3054,17,63.7216773465
3055,14,38.4773519365
3056,25,67.0730697318
3057,13,46.0440580852
3058,15,34.2596514022
3059,17,213.6822921292
3060,28,137.7386645741
3061,24,78.0043214863
3062,22,61.9571672228
3063,14,63.557658365
3064,15,47.129832821
3065,11,471.7787498153
3066,18,281.0361369945
3067,17,149.9405416037
3068,12,93.6423504612
3069,25,1154.526927205
3070,16,588.9902575491
3071,20,305.4102011366
3072,18,164.1280247043
3073,20,119.6903105531
3074,18,82.7169679262
3075,19,61.5488911003
3076,13,50.1386871895
3077,13,36.6299370605
3078,23,81.0983008411
3079,22,76.2494567564
3080,21,62.2388175278
3081,16,53.2836607407
3082,25,71.2050655634
3083,26,113.3719326802
3084,20,103.9885156999
3085,17,1021.56503546
3086,16,665.3588912632
3087,9,337.3888066814
3088,17,187.4897201894
3089,20,102.85364011
3090,11,114.4774063973
3091,18,92.991903152
3092,26,76.8738556473
3093,11,59.0302081448
3094,19,43.9720612281
3095,16,76.9284365843
3096,16,48.6698865943
3097,14,33.6243618245
3098,14,28.2972853022
3099,22,65.1459420618
3100,14,67.0508512002
3101,15,59.5755650625
3102,19,46.2818277303
3103,16,61.4457983732
3104,16,50.329650805
3105,16,30.0278190965
3106,11,150.8545899691
3107,15,85.7851853353
3108,19,44.2494894371
3109,17,31.0627010912
3110,26,34.1495708334
3111,17,42.0742198059
3112,19,28.8687315354
3113,13,21.9783587639
3114,16,2971.0658242001
3115,17,1499.8826938258
3116,21,832.4776149157
3117,22,420.4579783927
3118,29,269.5241053136
3119,27,152.6188938647
3120,20,162.1312337161
3121,12,99.2852980198
3122,14,69.1342873029
3123,19,40.4458597346
3124,28,31.6654304687
3125,17,29.2727157555
3126,17,17.9600990577
3127,31,110.2039941063
3128,28,77.9541651718
3129,27,55.7383090394
3130,19,43.5470451821
3131,22,95.5896511472
3132,16,58.5983899503
3133,17,43.0619566247
3134,20,63.1676744971
3135,11,50.2769142285
3136,20,53.6728609583
3137,26,137.2426630941
3138,14,155.6932486359
3139,21,123.6634326465
3140,15,72.0018264047
3141,8,44.6406991327
3142,22,34.1063312024
3143,12,21.9344474827
3144,17,20.5869972497
3145,18,56.6462368041
3146,17,44.0433806535
3147,17,36.0256249677
3148,26,24.7064718843
3149,11,20.0551010316
3150,20,23.8942263617
3151,13,74.6340725863
3152,16,52.5897296735
3153,13,39.725990426
3154,15,31.9775427809
3155,21,67.8020664088
3156,22,72.1759794805
3157,13,55.6452252715
3158,22,64.6552124001
3159,18,65.4587365073
3160,16,55.469389181
3161,12,53.271443332
3162,18,49.8168867268
3163,16,39.4563424384
3164,12,40.1538196806
3165,13,22.3327130181
3166,18,39.2367044554
3167,20,28.5865051884
3168,24,37.27755312
3169,21,107.7836971249
3170,17,90.1571339158
3171,25,56.0952445839
3172,12,37.9909200218
3173,21,72.0732169805
3174,21,58.8897544353
3175,15,36.3483154803
3176,18,32.6124680131
3177,22,98.456108953
3178,16,66.6645087053
3179,18,67.2085555125
3180,14,36.7581805068
3181,22,28.8617932591
3182,20,72.6881218016
3183,17,100.1431118131
3184,16,62.9514871479
3185,15,51.2447487264
3186,18,34.6063140806
3187,18,74.1839668837
3188,23,57.049975851
3189,22,80.9410031262
3190,19,55.6750465217
3191,18,39.5667923758
3192,17,37.1429823541
3193,14,27.657658639
3194,22,84.7771089027
3195,17,64.4689417726
3196,24,55.8902958196
3197,16,40.9015785863
3198,15,46.5686303069
3199,21,187.7740888259
3200,18,116.9530610484
3201,25,105.2909024938
3202,22,68.7796344613
3203,8,39.0130180306
3204,15,51.493549611
3205,12,33.7951862913
3206,13,52.9132346045
3207,12,31.1492326764
3208,18,46.295970822
3209,13,26.865100237
3210,15,41.240721089
3211,29,31.2497664525
3212,21,26.5884190887
3213,17,26.3278822242
3214,18,38.2846565879
3215,15,29.4808593556
3216,15,24.1199474044
3217,13,22.8624871853
3218,21,26.5113404154
3219,20,24.7837637436
3220,16,33.4332826058
3221,13,37.5346092647
3222,22,70.1528122698
3223,15,63.22500982
3224,22,36.9921885117
3225,19,43.2884646235
3226,11,73.1595022961
3227,21,42.9685374209
3228,18,26.5739250623
3229,17,180.910655843
3230,20,115.3508924452
3231,20,63.4710442325
3232,18,86.6799573375
3233,13,60.2554598571
3234,7,32.1507516015
3235,28,65.0259025272
3236,23,51.5520730532
3237,12,48.4779992744
3238,14,29.1492139374
3239,17,27.2874188211
3240,18,24.9406530242
3241,17,22.7238644474
3242,19,51.261897383
3243,15,32.766090814
3244,17,22.149856264
3245,19,19.2844216463
3246,15,784.8129949359
3247,22,405.3165524456
3248,20,222.104694033
3249,16,113.6625437651
3250,10,62.9229877143
3251,18,35.704926844
3252,18,39.7729497063
3253,18,45.3666624391
3254,21,40.9774132123
3255,15,35.7731012328
3256,26,83.4426918837
3257,24,65.4439529996
3258,19,38.5917415856
3259,15,38.6078192969
3260,23,45.1134509916
3261,18,27.2464555172
3262,24,42.5881654573
3263,28,65.3807650621
3264,15,42.8364947773
3265,21,76.4566301013
3266,18,48.3895614731
3267,24,117.1683853492
3268,23,75.3200111646
3269,21,66.4212141113
3270,18,60.7595151737
3271,15,53.4421583805
3272,24,68.949098167
3273,20,95.9907455676
3274,13,56.184174064
3275,18,39.4825837666
3276,16,87.6744751954
3277,8,60.7592995621
3278,18,70.3781745659
3279,11,40.686070448
3280,20,45.0740505578
3281,17,38.600129779
3282,12,88.8547540159
3283,14,57.6310291432
3284,16,43.4803782021
3285,27,59.6126862709
3286,17,134.3683707296
3287,13,77.1154352901
3288,15,42.7802337188
3289,18,28.9728992757
3290,18,28.4048535213
3291,14,18.5522771794
3292,22,58.3622944533
3293,22,57.5587658773
3294,15,39.0146823695
3295,12,23.2576447527
3296,18,32.4253179133
3297,28,53.9893397229
3298,24,40.7127770487
3299,25,31.4701339046
3300,19,37.897928654
3301,17,30.6755467187
3302,21,30.6546047263
3303,25,48.3870503368
3304,21,41.7315768412
3305,19,146.7398625238
3306,16,79.1966038166
3307,20,61.2339614938
3308,15,66.5889839821
3309,14,55.2933457021
3310,17,185.6476423786
3311,18,162.6709739498
3312,20,118.3676972116
3313,27,108.4232871893
3314,16,60.4163768968
3315,11,43.3200868774
3316,15,41.562040656
3317,13,32.3953413515
3318,16,31.5599552845
3319,19,25.8239791467
3320,18,121.7001288707
3321,16,68.6285385741
3322,25,127.046798067
3323,20,76.1367775444
3324,16,58.608362207
3325,15,59.1383650408
3326,19,53.0251192491
3327,22,72.7454430996
3328,20,57.8712135674
3329,18,108.9394033001
3330,22,60.1064823586
3331,20,47.6664358664
3332,22,35.9602468775
3333,18,59.4164902623
3334,23,137.3512183709
3335,10,116.3206705982
3336,20,64.8114506821
3337,18,36.7738804073
3338,12,35.8021096235
3339,28,65.1015301669
3340,16,43.2805071725
3341,12,44.3520338222
3342,15,30.9017692614
3343,24,46.2642465661
3344,19,39.1707229872
3345,24,64.6886869049
3346,15,128.4660769691
3347,22,80.1452662578
3348,19,70.002875717
3349,18,56.9719071796
3350,25,1283.7831135552
3351,16,647.8423866148
3352,20,332.3286751486
3353,20,185.1916605268
3354,24,139.504908033
3355,24,84.6255870075
3356,20,49.9340361076
3357,18,58.8324364839
3358,18,40.0023212756
3359,17,30.8036374157
3360,27,21.6375182555
3361,20,27.8006017046
3362,18,46.4315370873
3363,13,46.237240814
3364,20,68.0419920929
3365,19,46.5029863778
3366,19,39.0815279252
3367,20,36.8673687161
3368,14,34.5848172795
3369,25,48.9152230504
3370,16,34.7933630906
3371,19,23.2254213749
3372,15,36.3952669269
3373,18,26.6741123126
3374,17,24.4399203528
3375,9,73.0928856502
3376,9,38.4167541997
3377,17,100.5852944557
3378,11,157.2399417909
3379,20,84.5637832132
3380,21,52.248074578
3381,22,33.398953539
3382,14,30.3205506459
3383,15,45.354753598
3384,12,26.1871433092
3385,16,23.5177086427
3386,12,31.0350818285
3387,21,24.9510717955
3388,13,38.9139341847
3389,16,251.5418351328
3390,17,135.8350377205
3391,13,90.3477011462
3392,20,55.2443917772
3393,12,806.2354336183
3394,23,410.188089589
3395,12,207.3711024483
3396,17,119.256048573
3397,22,70.995945972
3398,21,705.1941976133
3399,9,401.0190756257
3400,22,219.195170961
3401,12,147.3789605147
3402,19,107.6574185916
3403,23,73.744848596
3404,14,42.8213958091
3405,18,43.4701301189
3406,20,449.4433571793
3407,16,233.4953246406
3408,17,132.3221852027
3409,20,86.6615696541
3410,21,83.7874292704
3411,10,42.5444881307
3412,19,32.7146059209
3413,14,38.5090212961
3414,11,25.5073017785
3415,19,32.5365938064
3416,21,52.6443038418
3417,15,44.6215444597
3418,18,47.5820320914
3419,11,33.4457873816
3420,21,29.8341272188
3421,16,29.9848962067
3422,13,20.560251547
3423,22,52.5817356383
3424,22,74.3952640213
3425,14,56.1951032902
3426,19,46.2559751169
3427,14,32.3929880666
3428,23,219.0283361794
3429,15,155.2545247536
3430,20,83.8663266239
3431,20,49.3159221371
3432,19,32.5588628362
3433,19,26.6247762438
3434,14,26.8120059846
3435,20,190.2144921458
3436,15,123.0068488037
3437,24,97.9916407251
3438,16,57.5807565278
3439,29,112.0248667364
3440,11,62.7836003726
3441,25,206.796600652
3442,19,114.4657968376
3443,25,79.6047956657
3444,19,105.0983377606
3445,17,65.6189708525
3446,26,64.3605413476
3447,12,73.8681697532
3448,21,51.2160324858
3449,19,35.1481372242
3450,18,132.6704416997
3451,16,83.8054909697
3452,19,63.4868413014
3453,12,34.1668296238
3454,24,42.368622921
3455,19,160.8214379037
3456,21,112.2038223938
3457,22,120.7690113318
3458,20,67.4529109568
3459,28,77.4668228842
3460,21,58.6079886171
3461,15,59.5472427237
3462,24,51.9819046168
3463,16,79.6447383538
3464,16,62.5247474822
3465,20,45.2506386931
3466,14,559.8127407675
3467,11,282.1950369267
3468,15,148.9266721009
3469,19,77.0199783357
3470,21,59.6367510691
3471,20,60.1861414308
3472,15,41.8358303582
3473,13,38.4368782879
3474,15,25.5885918432
3475,16,50.8531625752
3476,14,49.1635134045
3477,12,26.7077412502
3478,17,46.8596271214
3479,12,33.5313474445
3480,22,36.3651299389
3481,27,31.8205949125
3482,19,29.9302321633
3483,18,34.437239547
3484,30,148.0865853569
3485,19,88.4936405975
3486,24,71.277762272
3487,19,64.2315240541
3488,20,48.4688652361
3489,18,110.6164531647
3490,19,66.8861186546
3491,14,40.1098708139
3492,22,39.4832616039
3493,5,20.3875529977
3494,25,22.8077801472
3495,13,17.3894044089
3496,16,18.8291182301
3497,21,189.6553727941
3498,21,154.5750981228
3499,12,107.9718134995
3500,14,77.3758529097
3501,18,64.2778590219
3502,18,109.6326426054
3503,16,66.0492032501
3504,22,49.7183537708
3505,15,61.9803715526
3506,16,41.5101325116
3507,20,50.5831562386
3508,20,34.3445451322
3509,19,85.2010708774
3510,22,63.8595808571
3511,10,43.9062821043
3512,15,35.6939782681
3513,22,528.3439357565
3514,21,277.4953628537
3515,13,153.7628739451
3516,18,86.0705531386
3517,21,70.8772744865
3518,19,51.1789838692
3519,14,65.8162405198
3520,16,41.9596845398
3521,12,30.7796061315
3522,22,89.505999426
3523,19,60.096541653
3524,26,155.8153380548
3525,17,124.7213135106
3526,13,81.1169074503
3527,21,85.9104157306
3528,16,137.3782766497
3529,18,73.3378609491
3530,19,61.835560073
3531,18,48.252609454
3532,20,42.1112364085
3533,24,88.0063253054
3534,13,68.9769166815
3535,20,44.5817286986
3536,22,51.4422112648
3537,14,39.1953845395
3538,16,76.8207046679
3539,21,57.0405216988
3540,22,75.6924269635
3541,19,42.1560833323
3542,16,110.0881702467
3543,17,61.7773612706
3544,17,66.8361317941
3545,20,55.8613670921
3546,18,469.4350239526
3547,15,248.2883320004
3548,22,179.3025128049
3549,18,95.7205414642
3550,14,82.0877286231
3551,21,67.3619006431
3552,19,47.2230791634
3553,18,149.7177667029
3554,27,139.9879057782
3555,21,82.629722227
3556,16,79.9212156978
3557,21,53.1712324863
3558,17,44.4195972858
3559,15,27.9449414282
3560,25,38.3314227084
3561,15,34.8066222598
3562,23,42.9376571939
3563,23,26.9347757886
3564,16,20.2528667322
3565,17,18.6009325159
3566,21,38.6676332561
3567,21,36.5596843436
3568,10,19.0613194816
3569,12,38.5549760601
3570,20,52.3626279159
3571,20,75.7430036441
3572,17,49.829576205
3573,15,56.0930063366
3574,17,53.5267942149
3575,17,43.7718276608
3576,16,25.8393393203
3577,19,36.5171082558
3578,16,53.7543271878
3579,14,47.0118515794
3580,20,34.3412297606
3581,10,17.6307014359
3582,21,21.0513499228
3583,13,35.9574344306
3584,23,42.7619228143
3585,17,63.9381533755
3586,18,186.0306577467
3587,16,100.9123483755
